Full Name,Potential,Preferred Foot,Attacking Work Rate,Defensive Work Rate,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes
Andreas Skjold,69,Left,Medium,Medium,48,44,35,53,41,54,53,42,53,58,65,63,84,35,81,56,50,48,34,43,42,25,48,51,46,34,28,38,8,7,8,6,13
Mohammed Al Mosabbah,64,Right,Medium,Medium,41,37,45,53,27,51,33,49,50,54,59,57,54,49,66,48,57,48,58,43,50,51,48,51,42,49,50,47,13,13,12,12,8
Alex Nolan,66,Right,Medium,Medium,44,41,42,56,40,46,49,43,55,50,63,65,62,55,55,46,56,50,56,42,44,24,46,56,46,35,39,43,7,9,12,6,6
Yajun Chen,59,Right,Medium,Medium,32,33,46,58,33,50,39,33,52,55,68,78,79,60,69,47,70,53,42,27,54,51,43,53,38,56,47,48,11,8,7,6,9
Zac Sapsford,62,Right,High,Low,32,58,53,43,34,50,37,32,40,55,80,77,77,47,65,45,47,66,41,33,35,20,43,50,58,32,30,25,8,14,13,12,15
Denis Hrezdac,64,Right,Medium,Medium,31,30,42,51,33,37,25,39,41,48,67,66,73,61,66,47,64,67,63,36,29,48,38,37,33,53,57,55,9,12,10,11,10
Will Lakin,67,Right,Medium,Medium,14,7,14,20,9,8,14,10,19,17,26,18,39,36,38,35,58,19,43,8,17,14,4,23,11,6,11,12,58,54,47,41,60
Hetao Hu,69,Right,Medium,Medium,46,26,35,29,23,48,33,34,28,38,60,62,63,53,72,24,63,70,45,25,52,53,46,36,38,48,49,47,13,12,11,13,6
Bhaskar Roy,54,Right,Medium,Medium,12,5,13,16,9,8,12,14,25,17,30,21,30,42,46,35,62,23,46,8,26,8,5,34,13,9,14,14,55,59,46,44,52
Daniel Kanu,72,Right,Medium,Medium,25,54,53,44,42,48,36,28,32,50,68,72,56,48,71,51,65,58,51,43,26,14,51,44,60,18,16,19,13,7,11,7,10
Junjie Wen,56,Right,Medium,Medium,22,19,49,34,25,28,23,28,26,25,62,60,44,41,57,39,73,55,65,19,45,53,20,31,37,53,56,53,8,10,10,9,15
Tyreece Campbell,65,Right,Medium,Medium,43,49,27,42,41,54,35,35,39,52,73,77,77,42,82,49,42,47,40,41,31,21,44,48,48,21,29,24,8,9,8,12,12
Min Geol Woo,61,Right,Medium,High,39,20,40,33,21,54,27,26,23,42,62,62,58,49,74,27,57,68,51,27,51,47,48,36,38,47,53,52,10,15,7,8,7
Sanson Pereira,59,Left,Medium,Medium,45,24,39,47,24,47,46,32,43,50,62,59,54,52,82,32,61,56,46,27,52,45,49,30,32,47,51,50,6,6,6,11,5
Leander D'Cunha,58,Right,Medium,High,46,24,36,34,25,45,43,29,25,42,64,58,63,46,68,26,74,56,59,25,57,50,46,40,29,52,54,52,11,13,8,9,8
Hussain Furayj,64,Right,Medium,Medium,30,18,53,48,25,23,27,23,42,30,60,55,47,44,60,38,62,57,66,24,45,52,24,30,32,53,54,51,12,5,12,10,11
Nongdamba Naorem,60,Right,High,Low,46,48,41,48,40,52,53,38,46,51,71,75,68,38,75,50,60,57,55,44,45,30,48,45,44,25,34,34,7,14,13,10,9
George Cowmeadow,63,Right,Medium,Medium,31,55,47,44,41,51,31,28,30,54,74,69,63,48,78,49,56,52,47,47,30,14,50,44,59,10,11,15,7,5,8,9,5
Jack Carter,64,Right,High,Medium,47,33,39,40,30,49,40,36,33,44,77,75,83,45,86,42,70,64,35,39,43,46,41,39,39,44,46,43,7,8,11,8,8
Alex Badolato,68,Right,High,Low,32,58,53,36,34,43,37,32,32,49,73,74,70,50,82,45,66,71,47,44,28,12,53,48,58,16,14,14,13,8,13,14,13
Danny Norris,63,Left,Medium,Medium,49,50,43,48,44,55,45,45,43,48,61,62,69,50,68,50,52,54,49,44,41,29,48,48,48,30,48,44,14,12,12,13,6
Bennet Schieber,66,Right,Medium,Medium,30,18,49,46,31,25,29,30,32,37,51,55,45,48,49,38,66,58,63,17,47,53,28,31,33,50,56,51,6,12,9,12,5
Max Delyfer,69,Right,Medium,Medium,43,30,51,57,29,53,40,34,52,49,64,59,52,54,79,50,61,50,46,30,56,49,38,43,45,44,48,55,14,14,11,9,13
Sulaiman Asiri,62,Right,Medium,Medium,46,47,40,51,39,53,42,44,49,49,66,64,52,48,60,46,57,50,55,45,38,38,46,50,51,32,34,23,15,7,13,13,6
Will Jenkins-Davies,65,Right,High,Medium,41,43,37,56,41,48,43,46,55,54,67,65,53,52,70,42,53,44,55,45,48,45,44,57,47,48,47,40,14,14,12,13,10
Steven Hall,70,Right,Medium,Medium,10,5,14,30,7,5,12,14,15,20,26,21,39,31,47,42,59,19,47,6,27,8,5,21,16,9,10,11,56,53,56,49,54
Pontus Kindberg,65,Left,Medium,Medium,50,28,44,51,35,48,45,32,44,50,64,67,72,38,73,38,66,52,40,28,48,46,35,35,35,46,51,50,9,6,7,8,12
Jackson Hopkins,72,Right,High,Medium,40,32,42,61,36,45,37,34,53,56,60,62,55,55,56,48,58,58,60,34,52,42,60,51,41,36,39,41,7,5,8,7,12
Jeremy Sivi,69,Right,Medium,Medium,45,57,36,45,47,52,43,35,42,59,63,65,56,37,74,65,42,43,35,39,32,24,50,44,54,24,27,23,6,10,8,9,5
Sean Lawton,62,Left,Medium,Medium,46,26,36,42,28,46,30,33,38,45,68,73,74,48,71,28,62,51,42,24,48,47,40,37,37,43,50,52,8,8,6,11,15
Elija Wohlgemuth,68,Right,Medium,Medium,14,6,14,26,6,11,14,12,23,10,27,25,22,42,48,38,62,16,50,9,19,9,4,33,12,6,10,12,50,48,50,54,58
Kobe Franklin,68,Right,Medium,Medium,51,31,44,51,24,51,50,31,42,50,68,66,73,39,84,41,58,43,39,30,46,43,40,46,31,46,51,51,9,6,7,12,8
Yousef Fawaz,65,Right,Medium,Medium,37,45,29,42,32,56,40,31,29,50,91,77,83,41,87,52,43,44,31,43,34,23,41,41,40,20,19,24,14,5,10,7,14
Hamad Al Sayyaf,65,Right,Medium,Medium,26,24,48,39,23,21,24,18,36,32,64,53,45,45,54,36,61,61,73,19,55,52,26,25,25,50,54,52,13,10,7,15,7
Min Gyu Kim,61,Right,Medium,Medium,29,16,55,30,20,20,24,21,22,26,55,61,45,46,42,35,65,54,73,20,42,45,29,27,34,53,56,55,7,14,14,8,15
Tondonba Singh,53,Left,Medium,High,43,34,40,37,25,38,39,32,31,42,72,69,72,46,79,49,53,73,50,31,55,47,37,33,29,45,49,49,12,14,10,10,15
Jordan Amissah,66,Right,Medium,Medium,13,9,13,16,5,14,14,14,24,13,21,27,37,46,32,44,35,28,60,6,17,14,4,34,14,9,10,14,59,54,59,47,45
Henrik Molvær Melland,71,Right,Medium,Medium,42,34,48,57,38,53,39,38,55,56,67,62,70,43,72,52,66,51,42,34,48,51,48,51,40,48,52,50,14,7,11,7,14
Jack Warshawsky,68,Right,Medium,Medium,10,7,13,20,6,8,14,12,23,12,19,33,31,39,47,38,61,25,51,6,21,13,5,22,13,6,13,12,56,47,51,53,56
Slavi Spasov,62,Right,Medium,Medium,33,54,51,46,47,51,38,35,34,53,73,73,71,49,82,49,62,53,30,46,32,19,53,44,56,19,13,10,7,14,14,8,14
Chris Hegardt,67,Right,Medium,Medium,48,44,39,58,46,58,53,43,51,54,74,73,68,50,74,51,54,67,43,41,48,38,52,52,51,44,39,42,9,7,15,8,6
Nawaf Al Rashoudi,62,Right,Medium,Medium,48,53,35,49,39,58,49,56,47,55,68,51,74,40,87,49,74,57,33,45,39,27,47,53,56,31,33,31,7,14,12,12,10
Keesean Ferdinand,68,Right,Medium,High,38,18,53,50,25,53,21,27,39,49,73,69,56,45,68,35,71,46,63,19,53,50,21,34,39,50,52,52,10,13,10,6,13
Saurav Mandal,64,Right,Medium,Medium,51,45,31,43,38,50,44,38,45,48,77,75,72,43,77,50,62,68,54,45,31,31,44,45,46,28,31,31,11,11,6,12,6
Lalchungnunga Lalchungnunga,62,Right,High,Medium,47,21,45,38,25,43,51,45,34,39,72,69,51,47,60,39,65,64,71,31,51,49,34,36,25,52,52,51,6,12,6,15,12
Jack Moore,67,Right,High,Medium,48,25,42,48,29,49,49,40,45,40,74,60,69,49,71,55,52,42,44,22,43,51,49,36,22,49,48,51,9,14,13,10,5
Timm Koch,65,Right,Medium,Medium,36,25,48,50,30,47,30,36,49,46,62,57,53,58,73,40,60,47,50,30,55,54,41,35,38,52,52,55,6,5,11,7,8
Mohammed Al Oufi,67,Left,Medium,Medium,45,28,45,40,25,45,50,35,37,39,67,66,72,46,67,36,34,57,59,30,53,51,39,38,37,45,52,51,7,6,5,8,9
Henglong Ci,64,Right,Medium,Medium,12,10,13,16,9,12,13,15,22,16,32,26,31,45,22,39,37,20,55,9,13,12,10,23,11,13,13,15,49,53,52,53,54
Abdallah Basit,62,Right,Medium,Medium,43,32,44,62,42,43,37,38,64,48,62,67,52,56,63,58,55,55,60,45,57,45,54,42,40,37,50,47,8,6,6,13,11
Marco Nasti,67,Right,Medium,Medium,39,56,51,49,49,46,58,39,32,54,50,54,58,56,65,55,58,41,39,51,44,22,53,41,51,19,24,18,10,13,8,12,6
Haofeng Xu,57,Right,Low,High,39,21,48,37,21,38,25,21,27,38,64,65,46,47,62,35,70,65,58,16,46,46,29,30,32,52,58,50,15,10,14,6,8
Lei Xu,59,Right,Medium,Medium,46,35,45,51,31,46,40,35,52,48,53,54,56,50,61,49,60,56,54,32,60,48,31,46,45,53,53,45,14,11,7,6,11
Maciej Bortniczuk,66,Right,Medium,Low,28,54,41,57,46,49,49,40,50,44,75,76,73,52,63,56,61,53,55,53,32,15,47,54,51,12,11,13,12,8,12,12,10
Jae Woo Kang,63,Right,High,High,35,42,50,58,32,55,30,32,48,52,60,70,72,54,69,55,60,60,55,41,67,42,54,45,35,44,48,52,13,13,7,12,15
Ankit Mukherjee,55,Right,High,Medium,45,27,44,39,32,37,40,34,38,41,73,76,71,48,71,45,60,64,58,39,64,46,42,37,32,44,47,47,13,8,5,6,13
Hee Seung Kim,68,Left,Medium,Medium,39,30,48,56,35,48,37,34,50,53,61,62,59,50,56,52,57,68,66,40,62,41,53,55,39,33,46,42,13,12,10,9,10
Jesús Castellano,71,Right,High,Medium,41,44,39,61,43,58,56,38,55,57,81,77,77,45,80,51,70,44,55,37,46,36,52,53,40,44,47,44,14,5,10,8,7
Isak Hagen Aalberg,75,Left,Medium,Medium,28,19,50,52,26,41,28,24,42,42,54,54,40,48,36,44,56,36,65,20,48,50,34,32,40,52,54,48,7,13,10,12,12
Szymon Sarbinowski,64,Right,High,Medium,37,53,48,56,38,55,40,42,55,53,64,64,72,48,68,52,57,63,55,44,56,37,54,47,43,36,48,51,5,13,14,14,10
Victor Loturi,63,Right,Medium,Medium,46,42,48,60,31,53,38,40,50,52,53,63,57,50,81,53,63,41,55,30,58,50,30,52,41,44,51,53,9,10,7,10,13
Guanxi Li,57,Right,Medium,Medium,14,16,15,25,18,13,11,12,18,12,33,34,32,49,28,32,43,40,45,16,26,25,14,40,13,13,14,13,57,49,42,40,59
Meshari Sanyor,66,Right,Medium,Medium,13,8,12,22,9,12,12,12,16,13,28,32,39,47,44,38,58,25,34,7,20,8,7,34,11,9,11,10,51,50,50,51,53
Cieran Slicker,69,Right,Medium,Medium,12,8,10,17,9,8,10,12,29,18,30,22,21,41,22,40,33,24,51,8,27,10,4,37,19,8,12,11,48,60,53,45,56
Javier Marquez,72,Right,Medium,Medium,25,20,53,29,29,20,23,25,23,25,62,55,49,42,62,38,69,59,61,22,52,51,27,26,36,55,56,53,5,13,11,11,6
Gursimrat Singh,56,Right,Medium,Medium,28,23,49,34,25,29,27,21,29,34,55,60,37,48,61,37,70,63,69,19,60,49,25,32,32,51,53,49,11,11,15,13,6
Harrison Sohna,65,Right,Medium,Medium,44,37,42,56,32,51,42,48,54,53,66,63,50,49,56,46,61,52,54,38,55,47,41,55,43,46,47,50,12,7,14,14,5
Mark Byrne,63,Right,High,Medium,42,38,42,60,36,48,46,42,59,56,55,64,52,43,65,44,53,39,54,28,42,27,49,57,45,36,40,46,11,14,7,10,9
Guokang Chen,56,Right,Medium,Medium,46,43,33,53,43,46,38,36,45,52,72,62,73,44,79,50,43,62,40,32,29,34,51,46,50,30,28,26,8,13,8,12,8
Daniel Dodds,65,Right,Medium,Medium,38,24,46,32,22,56,31,32,29,35,62,53,59,49,77,22,61,64,39,22,54,50,38,37,38,52,58,60,13,7,10,12,7
Azzam Al Bishi,64,Left,Medium,Medium,39,53,56,44,44,48,43,36,38,49,64,62,55,51,64,50,65,65,65,49,38,18,50,45,52,15,19,14,10,5,10,7,7
Ryan Duncan,73,Right,Medium,Medium,41,42,35,54,41,51,49,40,52,53,66,68,64,50,72,53,53,34,51,41,39,30,46,53,45,38,37,33,8,10,9,6,6
Josh Blunkell,61,Right,Medium,Medium,13,6,13,22,8,8,11,10,28,17,43,46,48,40,51,40,65,24,49,9,21,10,6,24,15,10,12,9,54,52,53,50,51
Felix Keidel,64,Right,Medium,Medium,49,31,46,59,29,46,37,41,56,58,63,66,54,42,42,52,44,59,51,49,39,44,39,51,45,42,46,48,9,5,8,15,7
Noah De Ridder,70,Right,Medium,Medium,42,32,50,57,30,52,35,40,52,57,65,65,67,39,63,52,62,52,47,37,59,47,47,52,36,42,54,52,10,12,9,13,13
Abdullah Nahar Al Shammari,64,Right,Medium,Medium,45,31,46,51,28,49,38,37,50,53,60,58,53,51,70,43,53,57,60,37,52,49,44,50,43,50,50,48,8,6,6,13,14
Damian Las,69,Right,Medium,Medium,14,7,10,25,8,13,10,14,23,15,44,37,39,45,35,40,47,26,59,8,22,10,7,28,18,5,10,10,52,51,53,51,51
Alexandru Jipa,61,Right,High,High,38,44,42,58,31,52,34,39,55,53,71,67,55,55,62,52,56,70,63,36,50,41,52,44,39,30,52,49,7,7,13,15,9
Alexandru Chilili,68,Right,Medium,Medium,33,26,50,48,27,39,39,22,41,40,64,60,55,46,67,35,64,60,57,21,51,54,24,30,37,50,56,51,6,15,5,13,14
Sławomir Abramowicz,69,Left,Medium,Medium,14,7,12,20,7,10,12,13,27,14,29,30,39,47,35,40,41,16,41,9,16,9,7,25,10,8,14,12,50,57,53,51,48
Rhys Bozinovski,67,Right,Medium,Medium,32,42,37,53,36,54,45,41,51,58,77,78,82,52,69,45,59,65,52,40,36,48,41,47,47,46,52,47,14,8,6,12,6
Abdullah Radif,68,Right,Medium,Medium,29,58,60,42,41,40,27,22,21,44,62,71,64,43,34,47,71,47,72,30,48,20,55,34,53,19,15,13,11,9,15,15,6
Aske Andresen,73,Right,Medium,Medium,12,5,28,41,9,10,10,12,40,40,30,31,40,48,34,41,42,22,57,6,24,10,6,42,18,9,11,13,50,49,54,50,55
Adam Armour,68,Left,Medium,Medium,40,29,36,38,22,50,29,34,29,40,67,65,58,54,68,23,59,60,55,20,47,49,46,32,30,45,53,52,15,7,9,7,6
Joe Zoherliana,57,Right,High,Medium,47,33,38,41,24,46,42,34,37,44,70,56,62,47,67,21,67,60,64,37,53,48,49,37,35,49,50,49,11,15,6,13,9
Mohammed Sajid Dhot,59,Right,Medium,Medium,38,22,50,37,26,38,34,28,31,42,56,63,42,54,52,40,76,47,76,19,55,52,42,35,31,52,51,52,14,15,10,8,7
Mohammed Al Dawsari,58,Right,Medium,Medium,14,7,12,29,9,11,13,14,20,15,30,28,24,49,48,40,64,18,44,5,28,6,7,22,18,7,12,10,50,51,53,50,54
Stevan Stanic-Floody,59,Left,Medium,Medium,50,49,46,49,46,51,46,45,47,50,60,58,62,46,63,54,55,53,52,41,49,27,50,49,49,29,29,28,5,6,7,13,6
Chan Yong Kim,59,Right,Medium,Medium,16,8,13,26,11,9,12,13,22,15,26,16,35,45,42,38,52,20,50,9,16,8,10,29,15,12,19,15,49,52,50,52,56
Xuejian Zheng,66,Right,Medium,Medium,54,37,48,56,38,54,39,55,50,58,64,60,59,48,55,42,66,59,68,39,56,53,46,46,52,52,54,52,10,6,12,9,14
Dongsheng Wang,55,Left,Medium,Medium,42,20,41,28,29,54,32,26,24,33,61,60,57,47,71,28,61,64,43,28,48,49,48,32,34,49,54,59,6,8,5,9,5
Jakub Niedbała,66,Right,Medium,Medium,43,30,46,61,40,47,35,37,55,47,64,62,53,54,73,59,60,62,41,40,53,45,54,48,41,39,43,52,9,5,15,14,11
Lalthuammawia Ralte,52,Right,Medium,Medium,13,5,13,20,5,13,13,10,18,19,23,26,30,42,48,37,58,21,35,9,20,6,6,34,10,9,13,12,53,50,49,51,54
Hunor Gedő,70,Left,Medium,Medium,12,5,11,23,6,9,11,11,24,18,26,23,28,41,38,41,49,22,58,5,26,11,8,32,10,8,12,13,53,54,54,51,52
Yang Bai,55,Left,Medium,Medium,25,20,47,34,30,25,26,29,33,35,54,61,45,46,48,38,60,53,71,24,51,50,26,30,31,53,52,51,6,11,14,13,5
Jakub Rajczykowski,72,Right,Medium,Medium,13,8,11,23,7,14,13,13,26,16,28,33,22,41,25,38,33,25,60,8,16,13,5,26,14,8,13,13,53,47,50,57,54
Kaiyu Mao,52,Right,Medium,High,30,34,50,45,31,44,31,32,44,30,50,57,48,46,50,37,71,60,71,29,42,53,30,28,35,51,52,54,6,11,6,11,9
Karan Amin,52,Right,Medium,Medium,42,21,39,41,19,34,37,25,28,39,68,62,74,46,69,25,38,59,65,27,63,51,35,36,35,49,49,50,10,7,10,12,10
Sebastian Anderson,69,Right,Medium,Medium,43,32,42,48,26,55,42,32,43,44,60,55,66,56,66,31,61,61,48,30,55,50,50,35,34,41,55,49,7,6,12,7,11
Andy Breuer,74,Right,Medium,Medium,39,42,47,54,47,56,50,40,53,59,63,65,65,58,75,45,58,52,40,34,43,28,47,58,45,39,50,45,10,15,6,14,6
Jeong Hoon Kim,62,Right,Medium,Medium,12,8,12,18,7,10,12,9,16,16,17,17,30,38,32,36,50,24,59,9,22,15,10,36,15,14,13,15,50,52,48,52,56
Joe Ackroyd,65,Right,Medium,Medium,35,31,41,58,35,48,38,31,54,49,62,57,50,55,60,47,58,59,52,34,65,50,48,53,37,49,53,56,13,14,10,8,11
Nawaf Al Saadi,62,Right,Medium,Medium,43,44,30,51,33,56,46,50,49,56,64,65,71,48,72,44,55,32,36,38,43,27,48,51,45,31,25,26,11,12,14,5,11
Ted Cann,65,Left,Medium,Medium,14,6,11,28,8,14,13,14,33,19,38,36,34,46,26,39,35,20,60,7,18,8,4,26,14,9,14,12,50,53,52,46,58
Tom Jenkins,63,Right,Medium,Medium,34,44,42,55,34,50,30,30,52,48,67,66,54,47,52,48,57,62,45,44,59,47,50,51,38,30,45,45,14,11,9,5,9
Qilong Ruan,61,Right,Medium,Medium,26,24,46,33,30,23,25,26,28,33,60,60,49,47,61,34,70,64,56,20,44,51,28,34,33,52,56,53,13,9,12,13,8
Jiahui Liu,59,Right,Medium,Medium,29,22,49,32,26,23,25,24,25,26,60,53,44,50,51,38,65,53,77,22,45,52,29,38,35,50,54,46,11,12,13,6,6
Salem Al Toiawy,61,Right,Medium,Medium,44,37,41,48,29,51,38,32,45,50,67,66,58,47,68,41,57,48,56,40,35,48,46,48,43,46,49,46,12,11,12,7,12
Elyas Al Biladi,60,Right,Medium,Medium,45,38,42,51,32,51,38,31,49,52,62,61,56,45,55,44,62,48,67,39,53,50,47,50,43,49,51,47,7,12,6,7,9
Marc Lutz,60,Right,Medium,Medium,26,15,50,45,26,30,28,28,44,33,61,64,48,47,58,39,70,63,61,24,48,51,29,32,37,50,50,48,13,6,9,15,10
Chris Brady,73,Right,Medium,Medium,10,7,14,18,7,9,14,12,21,10,31,26,39,39,27,39,38,21,64,6,26,10,5,21,11,8,11,11,58,50,52,49,49
Caolan McLaughlin,59,Left,Medium,Medium,25,49,47,44,37,54,50,50,27,50,69,69,63,51,62,42,44,44,45,49,30,17,56,50,42,16,12,14,12,9,11,14,7
Jaziel Orozco,74,Right,Medium,Medium,22,24,40,35,24,23,22,22,24,26,63,55,47,49,67,38,72,61,66,20,53,48,20,33,39,52,53,53,7,5,7,11,9
Faisal Al Ghamdi,65,Right,Medium,Medium,43,41,41,53,30,52,41,45,48,54,60,48,56,48,70,44,54,52,40,36,47,51,49,50,46,50,51,49,12,13,8,9,12
Gatlin O'Donkor,64,Left,Medium,Medium,34,51,50,45,42,51,47,35,33,48,69,72,68,47,75,49,59,53,59,49,49,23,46,42,53,22,25,17,7,12,14,8,7
Jack Arthur,61,Right,Medium,Medium,13,10,14,23,11,14,14,11,20,18,36,31,40,42,46,38,59,19,40,10,24,8,6,22,13,10,10,11,52,51,50,50,53
Beto Avila,63,Right,High,Low,38,50,39,39,55,59,49,40,33,54,66,61,60,43,68,54,52,49,52,46,34,25,48,51,51,21,17,24,7,13,13,7,10
Dorian Ciezkowski,58,Left,Medium,Medium,13,8,10,24,8,10,14,13,18,10,22,27,33,44,27,37,31,18,61,8,17,9,5,37,16,6,12,14,48,55,49,47,55
Cătălin Albu,66,Right,Medium,Medium,45,38,40,57,39,51,43,38,55,52,66,61,60,44,60,46,55,51,49,35,51,30,49,54,42,33,43,41,11,12,8,11,15
Othman Al Othman,68,Left,Medium,Medium,43,44,24,47,36,51,48,31,38,45,87,72,81,39,72,41,54,33,30,49,39,19,47,41,45,19,16,18,8,12,9,11,13
Hristu Sofianu,67,Right,Medium,Medium,39,40,33,52,40,55,45,36,45,57,68,68,66,44,54,46,51,43,49,35,40,23,39,49,40,23,29,30,14,6,13,12,15
Șerban Tomache,68,Right,Medium,Medium,10,10,14,30,7,11,10,10,30,11,26,30,25,40,55,37,55,30,50,5,19,11,8,24,16,8,13,11,51,50,49,51,53
Bogdan Filip,58,Right,Medium,Medium,41,33,48,56,33,48,39,34,51,53,61,62,60,42,60,49,61,64,56,44,58,46,48,50,39,40,49,47,13,10,10,12,13
Mohammed Al Abdullah,62,Left,Medium,Medium,41,39,39,52,26,50,44,45,50,52,60,62,54,51,62,45,52,48,48,43,49,42,51,50,51,40,45,41,6,6,7,7,9
Ioan Tolea,66,Right,Medium,Medium,52,40,50,57,57,55,40,42,57,50,68,66,63,52,62,56,60,55,53,42,58,52,32,48,45,50,52,55,8,8,14,6,13
Subha Ghosh,64,Right,Medium,Medium,41,51,40,40,44,50,40,28,35,52,80,76,72,49,70,56,73,45,58,34,35,26,48,40,50,15,23,25,15,10,8,15,5
Benjamin Faraas,76,Right,Medium,Medium,43,47,42,58,40,53,42,38,56,55,66,67,68,41,65,45,52,51,34,43,36,40,47,46,38,35,43,41,13,10,7,8,11
Joe O'Shaughnessy,66,Right,Medium,Medium,12,9,11,19,6,14,12,12,22,16,17,28,39,41,21,41,38,19,51,5,18,7,6,29,15,5,12,10,52,51,54,51,52
Emmanuel Ochoa,71,Left,Medium,Medium,12,8,13,21,5,7,10,11,16,14,19,32,26,33,38,36,58,23,40,5,28,12,4,31,19,8,11,13,51,56,48,49,51
Jashar Beluli,70,Left,Medium,Medium,29,56,50,40,42,50,31,30,33,52,67,68,73,40,64,49,51,34,33,50,41,17,51,40,50,13,13,12,12,11,13,14,5
Erik Dueñas,74,Right,High,Medium,44,26,34,41,19,51,36,28,33,48,72,72,81,42,94,31,64,53,30,27,39,44,41,34,32,42,49,48,10,6,7,8,15
Igor Lucatelli,62,Right,Medium,Medium,13,6,10,18,8,10,10,13,24,16,26,24,36,44,28,35,36,22,72,7,27,6,4,25,13,9,14,11,58,45,47,46,54
Xiangshuo Zhang,57,Left,Medium,Medium,36,33,46,50,35,45,40,36,51,49,66,60,55,53,61,45,60,55,57,38,60,46,45,52,45,45,49,52,10,12,9,11,7
Niko Tsakiris,74,Left,High,Medium,41,32,28,55,30,58,32,28,49,55,67,66,69,32,73,41,51,40,53,29,43,42,41,56,31,29,27,39,7,12,6,11,6
David Toure,62,Right,Medium,Medium,46,45,50,50,31,51,38,30,42,51,61,55,56,52,66,41,69,54,58,26,54,44,48,42,41,35,51,48,8,7,8,7,6
Yong Hui Park,58,Right,High,Medium,49,37,42,38,32,59,37,32,26,46,68,67,61,60,56,39,60,54,53,34,54,40,54,42,35,27,26,24,11,9,8,11,14
Hui Zhang,58,Right,Medium,Medium,51,43,32,51,47,46,49,36,45,51,67,65,56,40,73,56,46,48,37,35,31,42,42,47,45,36,37,35,14,11,7,7,7
Lalrinliana Hnamte,63,Right,Medium,High,44,42,41,52,30,51,36,37,50,52,64,67,64,52,69,42,61,76,58,40,66,49,45,44,38,45,45,44,11,13,6,13,7
Yi Guo,51,Right,Medium,Medium,47,40,37,53,42,47,37,39,43,54,69,70,63,33,80,52,40,49,45,39,31,22,45,44,48,23,26,22,10,11,9,5,5
Fei Wu,51,Right,Medium,Medium,10,11,16,23,7,8,9,6,26,9,16,21,23,45,33,37,45,19,43,10,15,14,7,25,12,13,10,12,56,50,49,46,51
Anıl Demir,56,Right,Medium,Medium,10,6,14,19,5,10,13,10,21,13,18,21,23,41,23,33,35,20,64,5,16,13,5,25,18,8,11,11,55,53,44,44,52
Fares Al Garzae,63,Left,Medium,Medium,41,52,50,44,33,51,40,42,39,50,66,69,68,47,59,46,66,50,60,47,37,22,52,46,50,19,21,13,6,14,13,9,8
Nic Bollado,67,Right,Medium,Medium,40,52,49,40,43,47,41,38,32,49,75,73,71,48,73,50,66,60,51,44,42,18,51,46,56,19,20,17,13,14,15,9,9
Yijia Li,56,Right,Medium,Medium,12,13,15,22,8,10,13,12,16,12,15,16,33,44,32,39,40,28,55,10,22,13,7,26,15,15,15,13,51,53,52,51,50
Wungngayam Muirang,60,Right,High,Medium,24,19,49,34,29,29,20,29,24,33,55,54,38,42,50,32,71,63,73,22,41,52,21,30,37,51,51,52,8,15,5,14,7
Filip Chalupniczak,63,Right,Medium,Medium,10,7,14,17,8,9,12,11,27,12,26,32,34,41,24,38,37,16,67,8,22,9,5,21,11,9,10,13,50,52,51,51,52
Jiaheng Li,58,Right,Medium,Medium,29,61,49,39,34,40,30,34,29,48,51,48,59,51,58,47,70,52,73,52,26,13,49,40,62,19,10,11,9,7,7,10,15
Isak Vanlalruatfela,63,Right,Medium,Medium,41,39,35,55,41,50,46,43,52,49,59,65,65,52,81,52,54,36,46,37,42,28,44,54,46,37,44,42,9,5,12,12,7
Rohit Kumar,56,Right,Medium,Medium,42,33,49,48,39,48,42,30,46,50,39,47,62,48,59,51,70,61,71,45,61,48,39,44,40,45,48,45,8,14,6,7,5
Shengxiong Zheng,56,Left,Medium,Medium,49,35,33,52,42,56,43,33,44,45,63,62,64,49,82,51,49,46,40,37,33,38,38,54,45,24,31,39,9,10,12,7,6
Ricky Shabong,60,Right,Medium,High,36,31,43,49,32,44,38,34,47,43,48,55,56,48,74,43,57,76,60,29,57,49,38,38,36,44,49,50,13,7,15,11,7
Mutlaq Al Hurayji,60,Right,Medium,Medium,13,6,13,20,8,15,13,13,25,16,35,29,36,43,43,33,58,19,44,8,24,8,5,22,16,10,12,14,57,48,44,50,52
Kylian Kouassi,59,Right,Medium,Medium,48,52,46,46,45,48,43,55,45,47,72,71,77,51,74,47,55,51,53,48,38,36,50,43,51,38,26,24,10,9,12,14,8
Aaron Davis,56,Right,Medium,Medium,12,8,12,28,6,7,11,12,15,10,16,26,33,43,41,35,56,24,58,6,24,8,7,51,16,9,11,10,52,50,47,52,51
Irakoze Donasiyano,57,Right,Medium,Medium,48,36,34,54,44,57,46,43,56,53,58,56,55,46,73,48,54,47,52,35,38,24,44,53,51,36,34,35,5,10,9,15,6
